vendor_id,taxi_id,trip_id,distance,duration,fare,num_passengers
0,3,12,5.26,17.78,49.92,2
0,3,13,0.18,16.43,36.25,2
0,3,14,6.68,25.7,68.83,4
0,3,15,5.58,15.76,46.57,2
0,3,16,4.67,19.9,52.89,2
0,3,17,5.66,13.4,42.03,4
0,3,18,4.12,14.19,40.28,4
0,3,19,5.07,14.49,42.93,3
0,3,20,6.29,13.13,42.85,1
0,3,21,4.83,10.07,33.57,2
0,3,22,2.63,12.23,33.14,4
0,3,23,7.37,15.42,49.76,3
0,3,24,3.72,12.32,35.68,2
0,3,25,2.71,15.13,39.11,3
0,3,26,5.47,11.34,37.5,3
0,3,27,7.78,12.35,44.5,1
0,3,28,2.05,14.24,35.91,3
0,3,29,1.57,17.65,41.69,3
0,3,30,3.25,17.2,44.42,2
0,3,31,4.1,10.43,32.72,3
0,3,32,5.76,13.61,42.66,3
0,3,33,4.41,14.68,41.89,4
0,3,34,4.83,11.9,37.23,3
0,3,35,4.65,10.47,33.98,2
0,3,36,4.49,19.3,51.3,2
0,3,37,5.69,13.52,42.33,2
0,3,38,4.06,13.96,39.69,4
0,3,39,5.16,11.45,37.05,3
0,4,0,3.61,15.51,41.82,1
0,4,1,7.47,11.48,42.1,4
0,4,2,5.8,11.45,38.43,4
0,4,3,4.27,17.89,48.0,4
0,4,4,3.56,12.12,34.93,4
0,4,5,7.24,11.53,41.7,2
0,4,6,3.78,12.51,36.18,2
0,4,7,3.6,11.8,34.38,1
0,4,8,2.04,8.77,24.95,2
0,4,9,5.85,13.39,42.42,4
0,4,10,5.33,17.81,50.13,3
0,4,11,7.87,11.36,42.72,4
0,4,12,5.98,13.43,42.78,4
0,4,13,6.8,16.97,51.63,4
0,4,14,3.47,9.04,28.58,4
0,4,15,5.55,18.78,52.55,4
0,4,16,5.19,8.72,31.65,1
0,4,17,3.93,10.98,33.45,4
0,4,18,5.41,12.65,39.99,4
0,4,19,5.95,12.49,40.83,4
0,4,20,8.71,16.37,54.55,2
0,4,21,5.56,11.31,37.63,4
0,4,22,1.3,20.45,46.71,4
0,4,23,6.61,5.29,27.86,2
0,4,24,3.28,13.85,37.78,4
0,4,25,4.89,14.52,42.6,1
0,4,26,4.46,9.74,32.11,4
0,4,27,5.53,20.01,54.96,4
0,4,28,4.46,8.01,28.65,1
0,4,29,4.85,12.78,39.04,4
0,4,30,5.85,15.79,47.22,2
0,4,31,5.08,8.82,31.61,2
0,4,32,4.03,18.19,48.08,2
0,4,33,1.73,15.07,36.88,2
0,4,34,5.74,19.51,54.42,2
0,4,35,6.71,18.59,54.67,2
0,4,36,5.52,0.0,14.92,4
0,4,37,6.41,24.0,64.85,2
0,4,38,5.49,18.31,51.48,1
0,4,39,6.34,16.88,50.45,2
0,5,0,1.42,9.97,26.01,2
0,5,1,5.6,21.78,58.66,4
0,5,2,4.31,10.64,33.59,3
0,5,3,8.46,12.59,46.45,2
0,5,4,5.12,22.99,60.04,4
0,5,5,2.36,8.19,24.48,4
0,5,6,2.0,8.51,24.34,3
0,5,7,3.7,11.47,33.93,3
0,5,8,6.6,19.21,55.68,1
0,5,9,5.91,12.1,39.97,1
0,5,10,3.41,18.39,47.15,4
0,5,11,4.31,19.8,51.91,4
0,5,12,5.39,11.07,36.78,4
0,5,13,6.34,12.51,41.71,3
0,5,14,3.93,18.78,49.05,3
0,5,15,6.52,15.21,47.5,1
0,5,16,3.37,15.13,40.54,1
0,5,17,7.68,10.97,41.53,3
0,5,18,8.33,12.98,46.95,2
0,5,19,6.38,10.58,37.94,3
0,5,20,7.48,2.81,24.78,1
0,5,21,1.47,15.49,37.16,4
0,5,22,3.37,16.96,44.2,2
0,5,23,5.69,15.74,46.77,4
0,5,24,2.39,12.48,33.12,2
0,5,25,3.75,11.69,34.48,3
0,5,26,4.8,14.07,41.51,4
0,5,27,7.04,15.95,50.11,2
0,5,28,4.81,16.01,45.41,3
0,5,29,4.22,8.95,30.02,4
0,5,30,2.3,15.38,38.73,4
0,5,31,2.53,10.7,29.86,4
0,5,32,4.73,19.63,52.48,2
0,5,33,1.25,9.7,25.1,1
0,5,34,3.5,23.76,58.08,2
0,5,35,5.31,17.58,49.63,4
0,5,36,2.95,13.57,36.51,1
0,5,37,7.33,1.04,20.91,4
0,5,38,5.25,8.94,32.22,2
0,5,39,6.87,9.17,36.18,2
0,6,0,5.1,17.16,48.34,3
0,6,1,1.61,14.01,34.5,4
0,6,2,6.46,15.25,47.45,1
0,6,3,5.57,15.56,46.15,1
0,6,4,4.2,8.98,30.03,1
0,6,5,2.77,14.57,38.12,4
0,6,6,4.79,13.99,41.33,4
0,6,7,2.03,11.11,29.6,1
0,6,8,4.5,13.2,39.12,4
0,6,9,4.41,8.85,30.23,3
0,6,10,6.48,10.02,37.04,3
0,6,11,5.46,6.79,28.37,4
0,6,12,5.57,20.41,55.85,2
0,6,13,3.41,15.32,41.01,4
0,6,14,3.99,21.94,55.5,3
0,6,15,6.62,8.41,34.12,2
0,6,16,6.12,11.83,39.88,2
0,6,17,4.73,1.53,16.28,1
0,6,18,6.65,16.68,50.72,3
0,6,19,6.94,7.26,32.51,1
0,6,20,4.55,12.53,37.89,1
0,6,21,3.21,15.92,41.77,2
0,6,22,0.49,12.28,28.62,4
0,6,23,1.84,20.08,47.13,3
0,6,24,1.65,21.98,50.52,4
0,6,25,4.9,15.1,43.78,4
0,6,26,5.71,13.74,42.81,4
0,6,27,2.32,18.84,45.69,4
0,6,28,5.06,11.25,36.43,4
0,6,29,3.41,14.39,39.15,4
0,6,30,2.9,22.75,54.76,2
0,6,31,3.62,31.66,74.14,2
0,6,32,5.63,5.93,27.02,1
0,6,33,3.61,16.67,44.14,4
0,6,34,2.54,18.79,46.07,4
0,6,35,4.05,11.25,34.25,2
0,6,36,6.92,17.84,53.63,2
0,6,37,4.89,18.36,50.28,3
0,6,38,4.41,12.89,38.31,1
0,6,39,4.72,6.03,25.26,2
0,7,0,6.92,13.15,44.25,4
0,7,1,3.18,12.09,34.05,4
0,7,2,1.02,14.95,35.1,2
0,7,3,6.74,19.22,56.0,4
0,7,4,4.39,20.42,53.32,3
0,7,5,2.29,13.44,34.83,4
0,7,6,3.01,3.92,17.34,1
0,7,7,7.21,5.02,28.61,3
0,7,8,5.66,17.9,51.03,3
0,7,9,5.49,13.4,41.66,3
0,7,10,4.01,22.93,57.52,1
0,7,11,8.81,18.75,59.53,4
0,7,12,5.0,15.25,44.3,1
0,7,13,6.62,12.55,42.4,4
0,7,14,1.96,20.69,48.61,3
0,7,15,6.1,20.49,57.16,3
0,7,16,5.44,15.95,46.65,1
0,7,17,6.75,17.39,52.36,4
0,7,18,5.64,15.73,46.64,1
0,7,19,6.5,13.83,44.7,4
0,7,20,6.54,10.59,38.31,2
0,7,21,5.77,16.56,48.58,1
0,7,22,4.27,12.23,36.68,3
0,7,23,5.73,24.14,63.66,4
0,7,24,5.01,20.11,54.04,1
0,7,25,5.75,14.29,44.0,3
0,7,26,1.91,19.25,45.63,3
0,7,27,9.05,20.67,63.89,3
0,7,28,5.92,14.17,44.13,4
0,7,29,6.86,18.14,54.1,4
0,7,30,2.73,18.04,44.98,2
0,7,31,2.21,18.67,45.11,1
0,7,32,3.36,17.54,45.34,1
0,7,33,7.61,21.0,61.44,2
0,7,34,5.35,2.13,18.82,4
0,7,35,0.83,16.02,36.83,1
0,7,36,5.47,20.73,56.28,4
0,7,37,2.3,7.0,21.97,4
0,7,38,5.48,14.77,44.38,1
0,7,39,5.72,17.1,49.56,1
0,8,0,1.86,7.66,22.34,2
0,8,1,1.72,23.79,54.3,4
0,8,2,6.09,10.04,36.23,2
0,8,3,5.86,12.3,40.26,2
0,8,4,4.94,17.87,49.41,1
0,8,5,6.54,17.04,51.21,1
0,8,6,4.49,7.43,27.56,4
0,8,7,7.25,13.81,46.28,3
0,8,8,6.25,20.37,57.24,3
0,8,9,8.24,17.5,55.8,4
0,8,10,5.98,18.05,52.02,2
0,8,11,5.0,15.31,44.42,3
0,8,12,2.69,23.2,55.21,3
0,8,13,2.98,11.82,33.08,3
0,8,14,7.31,17.24,53.27,1
0,8,15,1.53,15.96,38.22,2
0,8,16,7.96,16.74,53.67,3
0,8,17,6.68,11.24,39.91,3
0,8,18,4.89,11.14,35.84,2
0,8,19,9.04,10.27,43.07,3
0,8,20,3.11,19.1,47.92,4
0,8,21,5.1,15.56,45.14,3
0,8,22,3.3,18.68,47.49,1
0,8,23,4.34,20.78,53.93,3
0,8,24,4.94,16.08,45.83,4
0,8,25,3.34,19.59,49.39,2
0,8,26,3.48,17.45,45.42,4
0,8,27,5.92,12.25,40.29,4
0,8,28,4.75,13.75,40.76,1
0,8,29,7.26,14.84,48.36,3
0,8,30,5.76,16.82,49.08,2
0,8,31,5.41,10.31,35.31,2
0,8,32,3.41,11.21,32.79,1
0,8,33,7.5,10.59,40.38,2
0,8,34,7.93,14.3,48.73,2
0,8,35,6.73,11.7,40.94,1
0,8,36,2.11,20.02,47.6,3
0,8,37,7.06,9.79,37.83,4
0,8,38,6.41,25.81,68.47,3
0,8,39,4.66,17.53,48.13,1
0,9,0,5.19,5.11,24.43,2
0,9,1,2.79,17.76,44.55,4
0,9,2,4.39,16.36,45.2,3
0,9,3,4.17,15.59,43.19,2
0,9,4,7.85,21.99,63.94,2
0,9,5,3.98,13.55,38.7,3
0,9,6,6.38,13.21,43.2,4
0,9,7,7.19,9.57,37.67,4
0,9,8,2.05,3.58,14.59,4
0,9,9,4.0,13.53,38.7,2
0,9,10,7.77,16.81,53.4,3
0,9,11,5.71,5.79,26.91,1
0,9,12,3.33,16.35,42.89,1
0,9,13,7.27,27.85,74.4,1
0,9,14,6.51,17.82,52.7,3
0,9,15,5.61,5.68,26.48,4
0,9,16,3.63,23.47,57.78,4
0,9,17,2.34,17.85,43.75,3
0,9,18,1.65,13.26,33.08,4
0,9,19,3.98,14.62,40.84,2
0,9,20,7.42,4.77,28.57,2
0,9,21,6.0,20.47,56.9,2
0,9,22,6.2,8.47,33.33,3
0,9,23,5.45,10.36,35.49,1
0,9,24,6.96,6.17,30.37,1
0,9,25,3.67,7.5,25.93,4
0,9,26,1.71,14.43,35.55,2
0,9,27,6.6,8.38,34.02,1
0,9,28,4.69,18.2,49.53,3
0,9,29,6.09,22.6,61.35,3
0,9,30,5.91,14.18,44.13,1
0,9,31,4.36,18.39,49.2,4
0,9,32,3.9,17.35,46.12,3
0,9,33,1.65,16.08,38.72,1
0,9,34,1.67,12.23,31.07,4
0,9,35,6.72,12.47,42.46,4
0,9,36,7.37,12.99,44.9,4
0,9,37,5.02,11.33,36.5,3
0,9,38,6.43,13.95,44.79,4
0,9,39,6.41,14.48,45.81,2
0,10,0,5.0,19.01,51.82,3
0,10,1,8.11,21.18,62.88,4
0,10,2,4.2,20.16,52.39,4
0,10,3,3.97,14.19,39.96,4
0,10,4,8.69,8.63,39.03,3
0,10,5,5.36,15.66,45.9,3
0,10,6,2.6,19.32,47.26,3
0,10,7,3.3,10.43,30.99,2
0,10,8,7.3,14.21,47.19,2
0,10,9,8.28,12.39,45.66,3
0,10,10,4.3,17.45,47.19,1
0,10,11,7.17,23.02,64.53,3
0,10,12,1.69,15.0,36.65,2
0,10,13,7.44,16.75,52.57,3
0,10,14,5.4,23.54,61.74,2
0,10,15,4.39,14.58,41.64,4
0,10,16,6.83,16.96,51.67,2
0,10,17,5.06,18.35,50.63,3
0,10,18,4.96,15.36,44.43,3
0,10,19,3.35,15.75,41.74,4
0,10,20,6.84,15.5,48.77,1
0,10,21,3.95,17.23,45.99,2
0,10,22,2.09,4.39,16.29,3
0,10,23,5.93,28.29,72.39,2
0,10,24,1.62,14.68,35.86,1
0,10,25,2.96,22.52,54.43,4
0,10,26,10.3,20.78,66.81,4
0,10,27,9.95,9.35,43.19,3
0,10,28,6.67,26.43,70.27,2
0,10,29,4.87,15.2,43.92,4
0,10,30,5.33,22.58,59.67,1
0,10,31,7.41,3.44,25.89,3
0,10,32,3.26,14.71,39.46,3
0,10,33,4.63,9.07,31.14,4
0,10,34,5.28,20.14,54.68,3
0,10,35,1.95,10.12,27.45,4
0,10,36,3.36,13.68,37.62,1
0,10,37,5.23,10.22,34.74,1
0,10,38,5.32,16.96,48.41,3
0,10,39,3.36,21.83,53.92,4
0,11,0,5.1,14.79,43.6,1
0,11,1,3.17,10.49,30.83,2
0,11,2,6.87,2.95,23.74,4
0,11,3,6.71,10.96,39.41,3
0,11,4,5.44,11.24,37.23,3
0,11,5,4.47,14.09,40.84,2
0,11,6,5.79,12.25,40.01,4
0,11,7,5.92,12.55,40.89,1
0,11,8,3.61,15.32,41.44,4
0,11,9,2.33,13.2,34.43,2
0,11,10,2.77,12.36,33.7,3
0,11,11,1.36,13.14,32.22,1
0,11,12,2.12,21.57,50.72,4
0,11,13,2.5,14.68,37.76,3
0,11,14,7.88,15.81,51.64,2
0,11,15,3.53,18.9,48.42,2
0,11,16,4.7,17.51,48.17,1
0,11,17,3.84,15.61,42.51,1
0,11,18,3.2,18.65,47.21,2
0,11,19,4.31,7.27,26.85,3
0,11,20,5.43,17.49,49.71,4
0,11,21,8.06,13.07,46.55,4
0,11,22,5.67,15.66,46.57,4
0,11,23,5.26,15.22,44.8,3
0,11,24,2.0,8.23,23.78,3
0,11,25,3.05,23.34,56.27,2
0,11,26,4.14,1.77,15.48,2
0,11,27,5.18,24.23,62.65,2
0,11,28,4.82,20.75,54.91,2
0,11,29,4.68,21.68,56.47,4
0,11,30,5.4,11.5,37.66,1
0,11,31,3.67,14.3,39.53,4
0,11,32,3.59,17.08,44.91,2
0,11,33,3.9,24.65,60.72,2
0,11,34,7.41,18.46,55.93,4
0,11,35,3.21,8.43,26.79,2
0,11,36,1.86,12.45,31.92,1
0,11,37,3.74,14.35,39.78,4
0,11,38,4.03,13.17,38.04,2
0,11,39,5.18,15.61,45.41,3
0,12,0,3.15,21.85,53.5,4
0,12,1,3.53,9.54,29.7,2
0,12,2,1.91,18.95,45.03,4
0,12,3,6.68,11.65,40.73,3
0,12,4,3.99,13.74,39.1,1
0,12,5,3.47,18.1,46.7,4
0,12,6,6.1,8.68,33.54,1
0,12,7,6.77,12.29,42.2,1
0,12,8,5.08,3.66,21.29,4
0,12,9,4.5,13.58,39.88,2
0,12,10,4.41,15.11,42.75,2
0,12,11,9.1,14.89,52.44,4
0,12,12,2.7,18.7,46.23,2
0,12,13,0.95,19.74,44.53,4
0,12,14,7.46,15.59,50.29,3
0,12,15,8.01,11.61,43.52,2
0,12,16,7.59,18.03,55.45,2
0,12,17,4.3,17.18,46.65,2
0,12,18,3.75,13.94,38.98,2
0,12,19,6.11,25.89,67.98,4
0,12,20,6.5,18.25,53.54,4
0,12,21,6.49,16.22,49.46,3
0,12,22,4.37,16.48,45.4,2
0,12,23,5.63,13.13,41.42,4
0,12,24,3.17,23.4,56.65,1
0,12,25,2.86,8.44,26.06,1
0,12,26,2.28,20.49,48.9,4
0,12,27,7.81,8.73,37.33,2
0,12,28,3.63,14.18,39.2,3
0,12,29,3.93,4.4,20.29,2
0,12,30,2.28,15.3,38.52,4
0,12,31,6.53,13.8,44.7,2
0,12,32,4.79,7.84,29.03,2
0,12,33,6.37,16.19,49.14,1
0,12,34,2.22,15.35,38.5,2
0,12,35,4.05,13.01,37.77,1
0,12,36,6.44,19.61,56.13,1
0,12,37,4.46,21.41,55.45,2
0,12,38,6.23,18.63,53.72,2
0,12,39,3.83,15.35,41.97,2
0,13,0,5.3,21.38,57.21,2
0,13,1,5.23,18.13,50.56,2
0,13,2,4.72,23.0,59.2,1
0,13,3,4.55,16.66,46.15,4
0,13,4,5.3,25.96,66.37,2
0,13,5,1.92,14.35,35.85,2
0,13,6,5.91,11.3,38.37,2
0,13,7,4.63,18.47,49.94,2
0,13,8,7.39,14.0,46.96,2
0,13,9,7.37,8.02,34.96,1
0,13,10,2.96,4.21,17.81,2
0,13,11,4.55,14.4,41.63,2
0,13,12,5.07,22.1,58.15,3
0,13,13,7.06,11.01,40.27,4
0,13,14,6.14,10.75,37.76,2
0,13,15,3.07,21.01,51.65,4
0,13,16,7.1,14.64,47.62,3
0,13,17,7.33,13.75,46.33,1
0,13,18,4.68,11.63,36.37,1
0,13,19,8.33,16.11,53.21,1
0,13,20,5.38,5.2,25.02,3
0,13,21,5.31,17.5,49.47,2
0,13,22,4.87,17.9,49.32,3
0,13,23,2.24,13.09,34.02,4
0,13,24,2.72,12.02,32.92,4
0,13,25,6.35,14.73,46.18,2
0,13,26,8.99,8.29,39.0,3
0,13,27,5.28,16.14,46.68,2
0,13,28,2.32,16.51,41.03,1
0,13,29,3.46,8.74,27.95,1
0,13,30,3.02,18.76,47.04,3
0,13,31,1.63,14.37,35.26,1
0,13,32,6.09,26.03,68.21,1
0,13,33,5.27,10.48,35.34,2
0,13,34,3.54,9.77,30.19,2
0,13,35,2.8,18.19,45.43,1
0,13,36,6.07,14.43,44.97,4
0,13,37,4.09,25.28,62.39,1
0,13,38,3.09,9.31,28.29,4
0,13,39,5.36,21.97,58.52,1
0,14,0,3.79,16.39,43.97,3
0,14,1,6.16,13.71,43.73,1
0,14,2,8.46,21.38,64.03,1
0,14,3,3.01,15.01,39.52,4
0,14,4,6.8,9.26,36.21,1
0,14,5,6.78,24.85,67.34,1
0,14,6,5.0,9.22,32.24,4
0,14,7,3.94,16.47,44.45,2
0,14,8,5.46,17.56,49.91,3
0,14,9,5.99,9.87,35.68,4
0,14,10,2.0,15.62,38.56,1
0,14,11,8.29,17.18,55.27,1
0,14,12,7.27,15.42,49.54,4
0,14,13,3.16,17.24,44.31,4
0,14,14,5.36,23.4,61.38,3
0,14,15,3.77,10.39,31.92,3
0,14,16,5.43,19.16,53.05,1
0,14,17,6.21,18.28,52.97,4
0,14,18,4.82,16.79,46.99,1
0,14,19,4.02,19.2,50.08,2
0,14,20,6.38,16.26,49.3,1
0,14,21,5.36,18.63,51.84,4
0,14,22,6.01,6.97,29.92,3
0,14,23,6.65,16.26,49.88,2
0,14,24,2.39,14.83,37.82,1
0,14,25,4.87,9.05,31.62,2
0,14,26,4.81,8.61,30.61,2
0,14,27,1.89,13.0,33.08,4
0,14,28,8.15,25.99,72.58,3
0,14,29,6.15,19.95,56.18,2
0,14,30,6.21,14.81,46.03,2
0,14,31,3.61,9.35,29.5,1
0,14,32,5.0,18.56,50.92,4
0,14,33,3.82,25.01,61.27,3
0,14,34,5.07,21.16,56.27,3
0,14,35,5.66,14.68,44.59,1
0,14,36,7.37,26.16,71.24,4
0,14,37,7.61,6.32,32.08,3
0,14,38,3.51,18.17,46.92,3
0,14,39,6.14,20.63,57.52,3
0,15,0,4.4,1.81,16.12,3
0,15,1,4.92,8.15,29.93,4
0,15,2,3.78,8.65,28.46,4
0,15,3,3.6,14.15,39.08,3
0,15,4,3.61,24.1,59.0,3
0,15,5,5.25,13.04,40.42,3
0,15,6,6.92,14.67,47.29,1
0,15,7,5.79,6.97,29.45,2
0,15,8,2.02,17.41,42.18,3
0,15,9,9.5,8.93,41.38,2
0,15,10,4.09,4.36,20.55,3
0,15,11,8.71,17.05,55.91,3
0,15,12,7.2,15.11,48.77,4
0,15,13,8.47,15.29,51.88,3
0,15,14,8.25,15.68,52.18,4
0,15,15,7.09,13.59,45.49,2
0,15,16,2.88,14.55,38.32,4
0,15,17,4.63,21.18,55.36,2
0,15,18,7.06,14.62,47.49,4
0,15,19,5.04,15.32,44.53,4
0,15,20,1.91,17.99,43.11,3
0,15,21,5.65,12.38,39.96,4
0,15,22,3.0,13.25,35.98,1
0,15,23,6.45,11.24,39.41,2
0,15,24,4.74,13.05,39.34,4
0,15,25,4.6,19.02,50.98,3
0,15,26,6.81,27.59,72.89,3
0,15,27,4.99,8.56,30.9,3
0,15,28,1.37,17.78,41.52,2
0,15,29,6.07,14.51,45.13,1
0,15,30,6.51,23.11,63.28,3
0,15,31,6.29,25.27,67.13,4
0,15,32,9.76,17.41,58.9,4
0,15,33,1.73,14.1,34.94,3
0,15,34,4.47,14.19,41.04,4
0,15,35,5.45,12.75,40.27,4
0,15,36,2.34,14.11,36.27,3
0,15,37,6.38,16.88,50.54,1
0,15,38,5.4,15.46,45.58,3
0,15,39,7.7,13.02,45.67,2
0,16,0,4.22,20.02,52.16,2
0,16,1,6.29,13.66,43.91,1
0,16,2,2.54,11.26,31.01,4
0,16,3,6.95,12.58,43.17,2
0,16,4,3.88,18.4,48.18,1
0,16,5,6.38,24.3,65.38,4
0,16,6,6.81,22.91,63.53,4
0,16,7,3.03,23.36,56.26,4
0,16,8,6.51,3.24,23.54,2
0,16,9,5.89,18.55,52.82,4
0,16,10,2.63,9.79,28.26,4
0,16,11,7.84,9.11,38.15,4
0,16,12,5.59,20.28,55.63,4
0,16,13,5.64,14.72,44.62,1
0,16,14,6.04,24.04,64.13,2
0,16,15,2.76,15.62,40.2,1
0,16,16,4.21,23.94,59.97,1
0,16,17,5.86,9.89,35.44,4
0,16,18,8.54,23.46,68.37,1
0,16,19,4.39,7.91,28.3,2
0,16,20,3.64,11.92,34.7,3
0,16,21,2.65,19.45,47.62,4
0,16,22,5.63,16.58,48.32,3
0,16,23,5.42,17.69,50.09,3
0,16,24,0.76,17.9,40.44,3
0,16,25,3.54,12.22,35.09,2
0,16,26,4.52,6.79,26.34,3
0,16,27,3.33,3.73,17.65,4
0,16,28,3.63,23.14,57.12,2
0,16,29,3.72,20.58,52.2,4
0,16,30,7.53,15.89,51.04,1
0,16,31,5.69,15.17,45.63,1
0,16,32,2.69,16.18,41.17,3
0,16,33,7.0,14.34,46.8,3
0,16,34,9.0,14.02,50.48,3
0,16,35,6.09,20.83,57.81,3
0,16,36,5.57,16.36,47.75,1
0,16,37,3.43,23.39,57.19,3
0,16,38,6.03,10.71,37.44,3
0,16,39,3.41,16.26,42.89,4
0,17,0,4.36,7.24,26.9,4
0,17,1,3.83,11.54,34.35,2
0,17,2,6.62,16.26,49.82,4
0,17,3,7.28,19.31,57.34,4
0,17,4,6.89,18.23,54.34,1
0,17,5,5.03,22.51,58.88,3
0,17,6,3.58,14.67,40.07,4
0,17,7,5.21,15.93,46.11,1
0,17,8,4.18,10.01,32.05,1
0,17,9,8.75,17.23,56.36,2
0,17,10,4.61,17.11,47.18,4
0,17,11,7.74,20.15,60.02,3
0,17,12,4.11,18.29,48.46,1
0,17,13,2.68,17.54,43.87,2
0,17,14,5.44,24.55,63.85,2
0,17,15,3.74,18.08,47.24,2
